"INSTRUCTIONS
GOV-1_09;ESRS 2;GOV-1;22 b;AR 3;Disclosure of how body's or individuals within body responsibilities for impacts, risks and opportunities are reflected in undertaking's terms of reference, board mandates and other related policies ;narrative;;;;;
GOV-1_10;ESRS 2;GOV-1;22 c;AR 4;Description of management's role in governance processes, controls and procedures used to monitor, manage and oversee impacts, risks and opportunities ;narrative;;;;;
GOV-1_11;ESRS 2;GOV-1;22 c i;;Description of how oversight is exercised over management-level position or committee to which management's role is delegated to ;narrative;;;;;
GOV-1_12;ESRS 2;GOV-1;22 c ii;;Information about reporting lines to administrative, management and supervisory bodies ;narrative;;;;;
GOV-1_13;ESRS 2;GOV-1;22 c iii;;Disclosure of how dedicated controls and procedures are integrated with other internal functions ;narrative;;;;;
GOV-1_14;ESRS 2;GOV-1;22 d;;Disclosure of how administrative, management and supervisory bodies and senior executive management oversee setting of targets related to material impacts, risks and opportunities and how progress towards them is monitored ;narrative;;;;;
GOV-1_15;ESRS 2;GOV-1;23;AR 5;Disclosure of how administrative, management and supervisory bodies determine whether appropriate skills and expertise are available or will be developed to oversee sustainability matters ;narrative;;;;;
GOV-1_16;ESRS 2;GOV-1;23 a;;Information about sustainability-related expertise that bodies either directly possess or can leverage ;narrative;;;;;
GOV-1_17;ESRS 2;GOV-1;23 b;;Disclosure of how sustainability-related skills and expertise relate to material impacts, risks and opportunities ;narrative;;;;;
GOV-2_01;ESRS 2;GOV-2;26 a;;Disclosure of whether, by whom and how frequently administrative, management and supervisory bodies are informed about material impacts, risks and opportunities, implementation of due diligence, and results and effectiveness of policies, actions, metrics and targets adopted to address them ;narrative;;;;;
GOV-2_02;ESRS 2;GOV-2;26 b;;Disclosure of how administrative, management and supervisory bodies consider impacts, risks and opportunities when overseeing strategy, decisions on major transactions and risk management process ;narrative;;;;;
GOV-2_03;ESRS 2;GOV-2;26 c;;Disclosure of list of material impacts, risks and opportunities addressed by administrative, management and supervisory bodies or their relevant committees ;narrative;;;;;
GOV-2_04;ESRS 2;GOV-2;AR 6;;Disclosure of how governance bodies ensure that appropriate mechanism for performance monitoring is in place ;narrative;;V;;;
GOV-3_01;ESRS 2;GOV-3;29;AR 7;Incentive schemes and remuneration policies linked to sustainability matters for members of administrative, management and supervisory bodies exist;semi-narrative;;;;;
GOV-3_02;ESRS 2;GOV-3;29 a;;Description of key characteristics of incentive schemes ;narrative;;;;;
GOV-3_03;ESRS 2;GOV-3;29 b;;Description of specific sustainability-related targets and (or) impacts used to assess performance of members of administrative, management and supervisory bodies ;narrative;;;;;
GOV-3_04;ESRS 2;GOV-3;29 c;;Disclosure of how sustainability-related performance metrics are considered as performance benchmarks or included in remuneration policies ;narrative;;;;;
GOV-3_05;ESRS 2;GOV-3;29 d;;Percentage of variable remuneration dependent on sustainability-related targets and (or) impacts;Percent;;;;;
GOV-3_06;ESRS 2;GOV-3;29 e;;Description of level in undertaking at which terms of incentive schemes are approved and updated ;narrative;;;;;
GOV-4_01;ESRS 2;GOV-4;"30; 32";AR 8 - AR 10;Disclosure of mapping of information provided in sustainability statement about due diligence process ;narrative;;;SFDR;;
GOV-5_01;ESRS 2;GOV-5;36 a;AR 11;Description of scope, main features and components of risk management and internal control processes and systems in relation to sustainability reporting ;narrative;;;;;
GOV-5_02;ESRS 2;GOV-5;36 b;AR 11;Description of risk assessment approach followed ;narrative;;;;;
GOV-5_03;ESRS 2;GOV-5;36 c;AR 11;Description of main risks identified and their mitigation strategies ;narrative;;;;;
GOV-5_04;ESRS 2;GOV-5;36 d;AR 11;Description of how findings of risk assessment and internal controls as regards sustainability reporting process have been integrated into relevant internal functions and processes ;narrative;;;;;
GOV-5_05;ESRS 2;GOV-5;36 e;AR 11;Description of periodic reporting of findings of risk assessment and internal controls to administrative, management and supervisory bodies ;narrative;;;;;
SBM-1_01;ESRS 2;SBM-1;40 a i;AR 12-13;Description of significant groups of products and (or) services offered ;narrative;;;;;
SBM-1_02;ESRS 2;SBM-1;40 a ii;AR 12-13;Description of significant markets and (or) customer groups served ;narrative;;;;;
SBM-1_03;ESRS 2;SBM-1;40 a iii  ;AR 12-13;Total number of employees (head count);Integer;;;;;
SBM-1_04;ESRS 2;SBM-1;40 a iii  ;AR 12-13;Number of employees (head count);Integer;;;;;
SBM-1_05;ESRS 2;SBM-1;40 a iv;AR 12-13;Description of products and services that are banned in certain markets ;narrative;Conditional;;;;
SBM-1_06;ESRS 2;SBM-1;40 b;AR 12-13;Total revenue ;Monetary;;;;;
SBM-1_07;ESRS 2;SBM-1;40 b;AR 12-13;Revenue by significant ESRS Sectors;Table/Monetary;;;;;Until adoption of ESRS Sectors
SBM-1_08;ESRS 2;SBM-1;40 c;AR 12-13;List of additional significant ESRS sectors in which significant activities are developed or in which undertaking is or may be connected to material impacts;semi-narrative;;;;;Until adoption of ESRS Sectors
SBM-1_09;ESRS 2;SBM-1;40 d i  ;AR 12-13;Undertaking is active in fossil fuel (coal, oil and gas) sector;semi-narrative;;;SFDR;;
SBM-1_10;ESRS 2;SBM-1;40 d i  ;AR 12-13;Revenue from fossil fuel (coal, oil and gas) sector;Monetary;Conditional;;;;
SBM-1_11;ESRS 2;SBM-1;40 d i;AR 12-13;Revenue from coal;Monetary;Conditional;;;;
SBM-1_12;ESRS 2;SBM-1;40 d i;AR 12-13;Revenue from oil;Monetary;Conditional;;;;
SBM-1_13;ESRS 2;SBM-1;40 d i;AR 12-13;Revenue from gas;Monetary;Conditional;;;;
SBM-1_14;ESRS 2;SBM-1;40 d i;AR 12-13;Revenue from Taxonomy-aligned economic activities related to fossil gas;Monetary;Conditional;;;;
SBM-1_15;ESRS 2;SBM-1;40 d ii  ;AR 12-13;Undertaking is active in chemicals production;semi-narrative;Conditional;;SFDR;;
SBM-1_16;ESRS 2;SBM-1;40 d ii  ;AR 12-13;Revenue from chemicals production;Monetary;Conditional;;SFDR;;
SBM-1_17;ESRS 2;SBM-1;40 d iii  ;AR 12-13;Undertaking is active in controversial weapons;semi-narrative;Conditional;;SFDR;;
SBM-1_18;ESRS 2;SBM-1;40 d iii  ;AR 12-13;Revenue from controversial weapons;Monetary;Conditional;;SFDR;;
SBM-1_19;ESRS 2;SBM-1;40 d iv ;AR 12-13;Undertaking is active in cultivation and production of tobacco;semi-narrative;Conditional;;SFDR;;
SBM-1_20;ESRS 2;SBM-1;40 d iv  ;AR 12-13;Revenue from cultivation and production of tobacco;Monetary;Conditional;;SFDR;;
SBM-1_21;ESRS 2;SBM-1;40 e;AR 12-13;Description of sustainability-related goals in terms of significant groups of products and services, customer categories, geographical areas and relationships with stakeholders ;narrative;;;;;
SBM-1_22;ESRS 2;SBM-1;40 f;AR 12-13;Disclosure of assessment of current significant products and (or) services, and significant markets and customer groups, in relation to sustainability-related goals ;narrative;;;;;
SBM-1_23;ESRS 2;SBM-1;40 g;AR 12-13;Disclosure of elements of strategy that relate to or impact sustainability matters ;narrative;;;;;
SBM-1_24;ESRS 2;SBM-1;41;;List of ESRS sectors that are significant for undertaking;semi-narrative;Conditional;;;;
SBM-1_25;ESRS 2;SBM-1;42;AR 14;Description of business model and value chain ;narrative;;;;;
SBM-1_26;ESRS 2;SBM-1;42 a;;Description of inputs and approach to gathering, developing and securing inputs ;narrative;;;;;
SBM-1_27;ESRS 2;SBM-1;42 b;;Description of outputs and outcomes in terms of current and expected benefits for customers, investors and other stakeholders ;narrative;;;;;
SBM-1_28;ESRS 2;SBM-1;42 c;AR 15;Description of main features of upstream and downstream value chain and undertakings position in value chain ;narrative;;;;;
SBM-2_01;ESRS 2;SBM-2;45 a;AR 16;Description of stakeholder engagement ;narrative;;;;;
SBM-2_02;ESRS 2;SBM-2;45 a i;AR 16;Description of key stakeholders ;narrative;;;;;
SBM-2_03;ESRS 2;SBM-2;45 a ii;AR 16;Description of categories of stakeholders for which engagement occurs ;narrative;;;;;
SBM-2_04;ESRS 2;SBM-2;45 a iii;AR 16;Description of how stakeholder engagement is organised ;narrative;;;;;
SBM-2_05;ESRS 2;SBM-2;45 a iv;AR 16;Description of purpose of stakeholder engagement ;narrative;;;;;
SBM-2_06;ESRS 2;SBM-2;45 a v;AR 16;Description of how outcome of stakeholder engagement is taken into account ;narrative;;;;;
SBM-2_07;ESRS 2;SBM-2;45 b;AR 16;Description of understanding of interests and views of key stakeholders as they relate to undertaking's strategy and business model ;narrative;;;;;
SBM-2_08;ESRS 2;SBM-2;45 c;;Description of amendments to strategy and (or) business model ;narrative;Conditional;;;;
SBM-2_09;ESRS 2;SBM-2;45 c i;;Description of how strategy and (or) business model have been amended or are expected to be amended to address interests and views of stakeholders ;narrative;Conditional;;;;
SBM-2_10;ESRS 2;SBM-2;45 c ii;;Description of any further steps that are being planned and in what timeline ;narrative;Conditional;;;;
SBM-2_11;ESRS 2;SBM-2;45 c iii;;Further steps that are being planned are likely to modify relationship with and views of stakeholders;semi-narrative;Conditional;;;;
SBM-2_12;ESRS 2;SBM-2;45 d;;Description of how administrative, management and supervisory bodies are informed about views and interests of affected stakeholders with regard to sustainability-related impacts ;narrative;;;;;
SBM-3_01;ESRS 2;SBM-3;48 a;AR 17-18;Description of material impacts resulting from materiality assessment ;narrative;;;;;
SBM-3_02;ESRS 2;SBM-3;48 a;AR 17-18;Description of material risks and opportunities resulting from materiality assessment ;narrative;;;;;
SBM-3_03;ESRS 2;SBM-3;48 b;AR 18;Disclosure of current and anticipated effects of material impacts, risks and opportunities on business model, value chain, strategy and decision-making, and how undertaking has responded or plans to respond to these effects ;narrative;;;;;
SBM-3_04;ESRS 2;SBM-3;48 c i;AR 18;Disclosure of how material negative and positive impacts affect (or are likely to affect) people or environment ;narrative;;;;;
SBM-3_05;ESRS 2;SBM-3;48 c ii;AR 18;Disclosure of whether and how material impacts originate from or are connected to strategy and business model ;narrative;;;;;
SBM-3_06;ESRS 2;SBM-3;48 c iii;AR 18;Disclosure of reasonably expected time horizons of material impacts ;narrative;;;;;
SBM-3_07;ESRS 2;SBM-3;48 c iv;AR 18;Description of nature of activities or business relationships through which undertaking is involved with material impacts ;narrative;;;;;
SBM-3_08;ESRS 2;SBM-3;48 d;AR 18;Disclosure of current financial effects of material risks and opportunities on financial position, financial performance and cash flows and material risks and opportunities for which there is significant risk of material adjustment within next annual reporting period to carrying amounts of assets and liabilities reported in related financial statements ;narrative/monetary;;;;;
SBM-3_09;ESRS 2;SBM-3;48 e;AR 18;Disclosure of anticipated financial effects of material risks and opportunities on financial position, financial performance and cash flows over short-, medium- and long-term ;narrative/monetary;;;;;1 year
SBM-3_10;ESRS 2;SBM-3;48 f;AR 18;Information about resilience of strategy and business model regarding capacity to address material impacts and risks and to take advantage of material opportunities ;narrative;;;;;
SBM-3_11;ESRS 2;SBM-3;48 g;AR 18;Disclosure of changes to material impacts, risks and opportunities compared to previous reporting period ;narrative;;;;;
SBM-3_12;ESRS 2;SBM-3;48 h;AR 18;Disclosure of specification of impacts, risks and opportunities that are covered by ESRS Disclosure Requirements as opposed to those covered by additional entity-specific disclosures ;narrative;;;;;
IRO-1_01;ESRS 2;IRO-1;53 a;;Description of methodologies and assumptions applied in process to identify impacts, risks and opportunities ;narrative;;;;;
IRO-1_02;ESRS 2;IRO-1;53 b;;Description of process to identify, assess, prioritise and monitor potential and actual impacts on people and environment, informed by due diligence process ;narrative;;;;;
IRO-1_03;ESRS 2;IRO-1;53 b i;;Description of how process focuses on specific activities, business relationships, geographies or other factors that give rise to heightened risk of adverse impacts ;narrative;;;;;
IRO-1_04;ESRS 2;IRO-1;53 b ii;;Description of how process considers impacts with which undertaking is involved through own operations or as result of business relationships ;narrative;;;;;
IRO-1_05;ESRS 2;IRO-1;53 b iii;;Description of how process includes consultation with affected stakeholders to understand how they may be impacted and with external experts ;narrative;;;;;
IRO-1_06;ESRS 2;IRO-1;53 b iv;;Description of how process prioritises negative impacts based on their relative severity and likelihood and positive impacts based on their relative scale, scope and likelihood and determines which sustainability matters are material for reporting purposes ;narrative;;;;;
IRO-1_07;ESRS 2;IRO-1;53 c;;Description of process used to identify, assess, prioritise and monitor risks and opportunities that have or may have financial effects ;narrative;;;;;
IRO-1_08;ESRS 2;IRO-1;53 c i;;Description of how connections of impacts and dependencies with risks and opportunities that may arise from those impacts and dependencies have been considered ;narrative;;;;;
IRO-1_09;ESRS 2;IRO-1;53 c ii;;Description of how likelihood, magnitude, and nature of effects of identified risks and opportunities have been assessed ;narrative;;;;;
IRO-1_10;ESRS 2;IRO-1;53 c iii;;Description of how sustainability-related risks relative to other types of risks have been prioritised ;narrative;;;;;
IRO-1_11;ESRS 2;IRO-1;53 d;;Description of decision-making process and related internal control procedures ;narrative;;;;;
IRO-1_12;ESRS 2;IRO-1;53 e;;Description of extent to which and how process to identify, assess and manage impacts and risks is integrated into overall risk management process and used to evaluate overall risk profile and risk management processes ;narrative;;;;;
IRO-1_13;ESRS 2;IRO-1;53 f;;Description of extent to which and how process to identify, assess and manage opportunities is integrated into overall management process ;narrative;Conditional;;;;
IRO-1_14;ESRS 2;IRO-1;53 g;;Description of input parameters used in process to identify, assess and manage material impacts, risks and opportunities ;narrative/numerical;;;;;
IRO-1_15;ESRS 2;IRO-1;53 h;;Description of how process to identify, assess and manage impacts, risks and opportunities has changed compared to prior reporting period ;narrative;;;;;
IRO-2_01;ESRS 2;IRO-2;56;;Disclosure of list of data points that derive from other EU legislation and information on their location in sustainability statement ;semi-narrative;;;;;
IRO-2_02;ESRS 2;IRO-2;56;AR 19;Disclosure of list of ESRS Disclosure Requirements complied with in preparing sustainability statement following outcome of materiality assessment ;semi-narrative;;;;;
IRO-2_03;ESRS 2;IRO-2;57;;Explanation of negative materiality assessment for ESRS E1 Climate change ;narrative;Conditional;;;;
IRO-2_04;ESRS 2;IRO-2;58;;Explanation of negative materiality assessment for ESRS E2 Pollution ;narrative;Conditional;V;;;
IRO-2_05;ESRS 2;IRO-2;58;;Explanation of negative materiality assessment for ESRS E3 Water and marine resources ;narrative;Conditional;V;;;
IRO-2_06;ESRS 2;IRO-2;58;;Explanation of negative materiality assessment for ESRS E4 Biodiversity and ecosystems ;narrative;Conditional;V;;;
IRO-2_07;ESRS 2;IRO-2;58;;Explanation of negative materiality assessment for ESRS E5 Circular economy ;narrative;Conditional;V;;;
IRO-2_08;ESRS 2;IRO-2;58;;Explanation of negative materiality assessment for ESRS S1 Own workforce ;narrative;Conditional;V;;;
IRO-2_09;ESRS 2;IRO-2;58;;Explanation of negative materiality assessment for ESRS S2 Workers in value chain ;narrative;Conditional;V;;;
IRO-2_10;ESRS 2;IRO-2;58;;Explanation of negative materiality assessment for ESRS S3 Affected communities ;narrative;Conditional;V;;;
IRO-2_11;ESRS 2;IRO-2;58;;Explanation of negative materiality assessment for ESRS S4 Consumers and end-users ;narrative;Conditional;V;;;
IRO-2_12;ESRS 2;IRO-2;58;;Explanation of negative materiality assessment for ESRS G1 Business conduct ;narrative;Conditional;V;;;
IRO-2_13;ESRS 2;IRO-2;59;;Explanation of how material information to be disclosed in relation to material impacts, risks and opportunities has been determined ;narrative;;;;;
